,article
4409,11752853
4410,19161889
4411,26335853
4412,24753113
4413,2425199
4414,12806352
4415,15291852
4416,19448226
4417,19931401
4418,15457378
4419,6859666
4420,521148
4421,16597314
4422,21701036
4423,28868377
4424,25680621
4425,7831141
4426,18655700
4427,19309313
4428,23141618
4429,6240359
4430,17241222
4431,19934696
4432,22506177
4433,26033127
4434,22379406
4435,33240695
4436,24660806
4437,15753880
4438,32192577
4439,11433904
4440,28531286
4441,8057125
4442,15327384
4443,33799793
4444,3454761
4445,32413769
4446,21198628
4447,25789024
4448,24079537
4449,3515938
4450,33587198
4451,28911726
4452,10945801
4453,27056292
4454,29205355
4455,32995454
4456,24105365
4457,16918762
4458,11706077
4459,32675079
4460,26934003
4461,20511485
4462,20562391
4463,27434884
4464,1542852
4465,7183759
4466,19405787
4467,21097462
4468,1741513
4469,26098605
4470,31259121
4471,18956213
4472,33795528
4473,10833767
4474,9743065
4475,25593960
4476,19318479
4477,32317857
4478,10749346
4479,31432071
4480,7594087
4481,11423837
4482,25073777
4483,28975007
4484,19309435
4485,23550210
4486,14496848
4487,9538910
4488,10505497
4489,21681106
4490,24554198
4491,17473818
4492,27375614
4493,19707989
4494,16208476
4495,7642957
4496,2176119
4497,29318221
4498,15939076
4499,13271402
4500,18724844
4501,31212104
4502,11298609
4503,13094644
4504,21460454
4505,33204184
4506,26244328
4507,12407386
4508,6736323
4509,17530380
4510,17223625
4511,8681631
4512,25183840
4513,12354600
4514,19502850
4515,28065649
4516,2773790
4517,8372831
4518,23964932
4519,20226058
4520,27836204
4521,25388831
4522,30018980
4523,16634031
4524,30386539
4525,27344347
4526,31615538
4527,29263809
4528,20044191
4529,12869930
4530,12629218
4531,8651742
4532,3182369
4533,33272897
4534,23588272
4535,17222339
4536,24459084
4537,21553742
4538,11606494
4539,27501991
4540,29658845
4541,22350618
4542,21292080
4543,22811029
4544,11078842
4545,33289960
4546,11891193
4547,10563262
4548,25328392
4549,31110708
4550,19786670
4551,31898635
4552,14511932
4553,23796552
4554,24399786
4555,28279204
4556,17511043
4557,7316708
4558,26432321
4559,28841389
4560,33506361
4561,30524479
4562,22614976
4563,20682893
4564,20521944
4565,19641858
4566,23980621
4567,29152425
4568,29761029
4569,28822576
4570,22292815
4571,32091533
4572,12232580
4573,19122551
4574,25243163
4575,25105043
4576,2076905
4577,30139646
4578,8263639
4579,32508744
4580,12235530
4581,23849773
4582,29791033
4583,8255477
4584,20358602
4585,17573940
4586,4077333
4587,500175
4588,8894317
4589,22909077
4590,30615147
4591,26034932
4592,26349530
4593,20028911
4594,32417942
4595,28647294
4596,21188163
4597,1735241
4598,25758828
4599,26526395
4600,9579246
4601,34078406
4602,30169227
4603,16415517
4604,16651458
4605,9762976
4606,34313658
4607,28266299
4608,16418525
4609,28095384
4610,6981960
4611,21739378
4612,29974000
4613,8639191
4614,12467378
4615,18427781
4616,18419489
4617,20854463
4618,24401350
4619,30742071
4620,12516647
4621,28867159
4622,12427636
4623,17267560
4624,20011188
4625,24680563
4626,25452377
4627,28883630
4628,12949885
4629,33585555
4630,32931859
4631,33544285
4632,27307933
4633,20701405
4634,28577366
4635,25011086
4636,33720849
4637,20171132
4638,28063840
4639,25724004
4640,18361435
4641,10738891
4642,17976445
4643,32900256
4644,1989551
4645,28641295
4646,28465454
4647,18535832
4648,10770721
4649,22866068
4650,24970260
4651,12898257
4652,24716201
4653,24366917
4654,34745198
4655,25302517
4656,5061701
4657,26447382
4658,33505538
4659,23156972
4660,23890088
4661,16643625
4662,12198488
4663,30844887
4664,24698483
4665,17916780
4666,16835735
4667,25797650
4668,25030515
4669,28248818
4670,22545865
4671,29895518
4672,23727214
4673,15044258
4674,25446476
4675,28674741
4676,30533241
4677,20855082
4678,9224364
4679,23436862
4680,22484770
4681,7301083
4682,17122499
4683,18636397
4684,26509999
4685,20218876
4686,26758757
4687,20400242
4688,29307467
4689,20500200
4690,24857321
4691,23216655
4692,23248577
4693,30233769
4694,25957019
4695,11322399
4696,22510767
4697,24404386
4698,29263944
4699,2200556
4700,32438994
4701,34017793
4702,30005697
4703,30245665
4704,29958635
4705,30514314
4706,18174061
4707,9775461
4708,16264027
4709,20656846
4710,26926017
4711,11091837
4712,12866336
4713,19245695
4714,32933566
4715,26401208
4716,25971888
4717,26276499
4718,30572663
4719,26603846
4720,3109603
4721,12174373
4722,23852556
4723,8059305
4724,26542481
4725,12023326
4726,26094569
4727,29223881
4728,24529560
4729,22711236
4730,30705667
4731,27574875
4732,29343587
4733,15643992
4734,20598762
4735,28099783
4736,18021216
4737,29486712
4738,29097496
4739,26812213
4740,16171023
4741,16738268
4742,27516382
4743,27892875
4744,9311372
4745,22496982
4746,6322966
4747,25379300
4748,16305847
4749,23813932
4750,34073717
4751,26785078
4752,30941413
4753,1319894
4754,8739720
4755,19116023
4756,30647975
4757,19773265
4758,32640035
4759,29143897
4760,26154136
4761,25709503
4762,29273869
4763,31466960
4764,25654142
4765,10699244
4766,16440235
4767,11337304
4768,1173530
4769,26782760
4770,8502273
4771,2138230
4772,34577548
4773,9561911
4774,19001017
4775,29794751
4776,9316542
4777,22546221
4778,28598415
4779,10943180
4780,33851125
4781,11875032
4782,31921884
4783,26989931
4784,33532519
4785,29899770
4786,17446784
4787,17099078
4788,30631814
4789,32999665
4790,23625754
4791,31027138
4792,24413064
4793,27529030
4794,20718718
4795,28888914
4796,10474677
4797,25749360
4798,17673617
4799,24996722
4800,20716701
4801,24482784
4802,19195533
4803,20089526
4804,25227500
4805,25920434
4806,28598363
4807,17700980
4808,15533851
4809,21670366
4810,21427100
4811,34326599
4812,22764607
4813,10532751
4814,32756067
4815,23676508
4816,10052897
4817,29922537
4818,17040283
4819,32327425
4820,28280657
4821,9358951
4822,20349099
4823,34956795
4824,30800548
4825,30237885
4826,21296296
4827,31242861
4828,15759123
4829,19164434
4830,34204809
4831,25518953
4832,25714042
4833,29230335
4834,28302642
4835,27567654
4836,33251261
4837,33367582
4838,25600339
4839,21784408
4840,32957716
4841,23371967
4842,26215950
4843,15833098
4844,30680206
4845,9670825
4846,26481162
4847,11259706
4848,16871074
4849,25186431
4850,29562271
4851,24563082
4852,6867746
4853,21451403
4854,15550401
4855,1318867
4856,22743772
4857,29018908
4858,12447188
4859,9207684
4860,20942669
4861,12058099
4862,24920779
4863,21099552
4864,24994090
4865,23889996
4866,22836908
4867,23070779
4868,34211595
4869,28988646
4870,21132609
4871,25765179
4872,19413828
4873,27105747
4874,14814164
4875,17389511
4876,21169741
4877,22920375
4878,16650676
4879,20117439
4880,8006888
4881,19487945
4882,33592896
4883,24888912
4884,29971178
4885,27267696
4886,26468756
4887,19762744
4888,25956449
4889,19252488
4890,21383288
4891,31312445
4892,6471139
4893,20367592
4894,26319161
4895,32949176
4896,23277106
4897,22215244
4898,26842109
4899,33883878
4900,15120056
4901,17427188
4902,24482476
4903,23392294
4904,3763907
4905,21333541
4906,29438856
4907,34223181
4908,33859323
4909,21410387
4910,32269610
4911,9931537
4912,18088693
4913,26525563
4914,12606104
4915,26213549
4916,31139207
4917,27890620
4918,22429592
4919,30808387
4920,15648083
4921,21960593
4922,25210633
4923,26182300
4924,20007501
4925,32148356
4926,20882604
4927,9060599
4928,30228919
4929,6302181
4930,17296657
4931,23183082
4932,16227637
4933,17467434
4934,17659190
4935,21163880
4936,34540689
4937,22588877
4938,27898983
4939,27086870
4940,22891276
4941,27656267
4942,10561089
4943,22456609
4944,34970370
4945,5676906
4946,34956535
4947,27976564
4948,30792857
4949,22927729
4950,20895274
4951,26421277
4952,22527184
4953,31280067
4954,26052800
4955,34457303
4956,27314530
4957,13810779
4958,24444444
4959,27184188
4960,27180559
4961,3974674
4962,22134537
4963,18280327
4964,29930373
4965,18720535
4966,1090839
4967,33782108
4968,25923553
4969,28621102
4970,27098987
4971,18674952
4972,9624025
4973,19766512
4974,22918216
4975,2857327
4976,29086727
4977,21631673
4978,20021615
4979,23678356
4980,30894881
4981,25976027
4982,7612513
4983,34240580
4984,2766144
4985,2736005
4986,19264178
4987,17825894
4988,20422206
4989,33850302
4990,15466823
4991,24282356
4992,23378739
4993,15948974
4994,16184534
4995,21636816
4996,28895097
4997,26235788
4998,19666947
4999,12115703
5000,22323959
5001,32313772
5002,28077699
5003,15679943
5004,19684976
5005,21890909
5006,27178147
5007,24348538
5008,25761657
5009,28182948
5010,28959455
5011,31466981
5012,34069193
5013,20447019
5014,14557891
5015,32340151
5016,23206666
5017,28371334
5018,16096383
5019,19910088
5020,26815757
5021,34805229
5022,15745841
5023,856714
5024,15070150
5025,23328449
5026,3422410
5027,29679782
5028,30921303
5029,22722144
5030,24352389
5031,20643670
5032,15227632
5033,24968433
5034,31266497
5035,12739118
5036,27477209
5037,24199949
5038,25427453
5039,26582886
5040,18788860
5041,27582509
5042,21473750
5043,1728048
5044,10636102
5045,22116087
5046,28643781
5047,22956879
5048,11462145
5049,20473510
5050,20213336
5051,22044203
5052,10975661
5053,7220891
5054,22595104
5055,28429379
5056,27480347
5057,10647757
5058,20679880
5059,19073822
5060,32015894
5061,29385658
5062,24721329
5063,25582961
5064,20203603
5065,24382348
5066,30800536
5067,15523624
5068,18932291
5069,20849551
5070,2130828
5071,22136271
5072,28404132
5073,10749344
5074,26093678
5075,9007854
5076,11172376
5077,18472960
5078,23290630
5079,11213830
5080,32390331
5081,4999166
5082,9774950
5083,22941799
5084,18094292
5085,18971039
5086,22933414
5087,15632832
5088,18199435
5089,17313383
5090,28291651
5091,31936292
5092,7054050
5093,9802104
5094,23065822
5095,23771171
5096,10619025
5097,10529429
5098,19073947
5099,20644199
5100,3227000
5101,34938583
5102,27649551
5103,2180012
5104,17569062
5105,11936466
5106,8328834
5107,26048266
5108,28541602
5109,8501331
5110,27756835
5111,24485156
5112,19009291
5113,26611842
5114,16608889
5115,1260676
5116,24390350
5117,27425000
5118,23020162
5119,29091474
5120,21056734
5121,30045281
5122,26502716
5123,20230903
5124,8418705
5125,21624965
5126,31447564
5127,24500386
5128,26461998
5129,15902522
5130,11248861
5131,26679628
5132,22335739
5133,463927
5134,27818810
5135,21757832
5136,646906
5137,20139289
5138,16012649
5139,7977601
5140,31138164
5141,34790843
5142,25068339
5143,32916978
5144,10527450
5145,22325832
5146,34733643
5147,22440930
5148,34386403
5149,27587988
5150,3109640
5151,24745978
5152,28870760
5153,18349386
5154,30022980
5155,11553712
5156,24978320
5157,26923234
5158,16032797
5159,24324434
5160,25007019
5161,16432251
5162,27732578
5163,17573443
5164,24671870
5165,16169502
5166,9255250
5167,25808136
5168,30937557
5169,12944515
5170,32509518
5171,8250081
5172,8493574
5173,27847733
5174,2030644
5175,2761601
5176,28697497
5177,17851552
5178,27908801
5179,29726995
5180,31312572
5181,12364376
5182,33880254
5183,28439243
5184,11399705
5185,25593498
5186,8516832
5187,31016092
5188,22335280
5189,18927530
5190,21296806
5191,30641324
5192,25037135
5193,26865455
5194,28574513
5195,9626677
5196,11235686
5197,19633044
5198,10606920
5199,28444227
5200,34234983
5201,23860673
5202,20381132
5203,18015234
5204,27499122
5205,29984017
5206,33008347
5207,23733504
5208,10871082
5209,27906637
5210,27663893
5211,23479052
5212,16797398
5213,16455447
5214,2035260
5215,26115961
5216,27050206
5217,23670107
5218,12847137
5219,23207243
5220,8008317
5221,15496622
5222,26360235
5223,27635277
5224,34306694
5225,25620608
5226,9413808
5227,21541008
5228,27789971
5229,10074502
5230,20890279
5231,7463571
5232,1351980
5233,30420926
5234,18437005
5235,10518099
5236,25276648
5237,27245055
5238,20049715
5239,8227457
5240,11211613
5241,15864348
5242,21547339
5243,19680160
5244,19681964
5245,22003483
5246,31039512
5247,23015568
5248,21454450
5249,33446651
5250,23738183
5251,10495374
5252,23765059
5253,31060601
5254,23598428
5255,12153883
5256,20376659
5257,26437991
5258,1727675
5259,12903060
5260,32982118
5261,25932763
5262,30346341
5263,28276064
5264,2001159
5265,23299364
5266,26867987
5267,34050660
5268,29718861
5269,8246548
5270,30546610
5271,24522878
5272,23390027
5273,12653890
5274,19561590
5275,28369761
5276,7117660
5277,27098903
5278,25738457
5279,28636851
5280,7059559
5281,25932729
5282,7667644
5283,26320109
5284,26099672
5285,20584320
5286,25194599
5287,30095646
5288,18186372
5289,32748872
5290,27822681
5291,34768644
5292,28372715
5293,22410797
5294,33435548
5295,5046843
5296,30160771
5297,29550035
5298,14555382
5299,22633566
5300,3260644
5301,30401918
5302,28190301
5303,5070147
5304,25075836
5305,12717243
5306,19144140
5307,3336711
5308,34955835
5309,23953868
5310,26643071
5311,28900800
5312,31333985
5313,23952720
5314,22506599
5315,15868593
5316,34379693
5317,19237479
5318,7477192
5319,21503175
5320,32850389
5321,25294399
5322,19934570
5323,12080874
5324,32737703
5325,10469405
5326,24028931
5327,5093515
5328,16553821
5329,28492796
5330,29507493
5331,24512735
5332,1188178
5333,27437296
5334,24941960
5335,2898157
5336,17142659
5337,27086823
5338,20624536
5339,8418168
5340,12448395
5341,31352388
5342,25054716
5343,24808437
5344,16769746
5345,34606075
5346,14603202
5347,20308477
5348,32503464
5349,8608
5350,18726545
5351,34222870
5352,24284287
5353,13885270
5354,17667548
5355,30937242
5356,31043090
5357,28559250
5358,22240244
5359,11388816
5360,22838180
5361,15545698
5362,14742832
5363,32898339
5364,4040530
5365,19262287
5366,25886632
5367,32089943
5368,28937147
5369,24259736
5370,4031070
5371,27345794
5372,9672467
5373,11283320
5374,20921227
5375,34029238
5376,6487105
5377,27342965
5378,4423658
5379,19842204
5380,3744850
5381,21918047
5382,28487359
5383,239258
5384,25674001
5385,8321802
5386,16955279
5387,17287458
5388,31091794
5389,30336384
5390,11429432
5391,10943179
5392,30155780
5393,16504078
5394,21658583
5395,30619065
5396,8153934
5397,17640792
5398,31848923
5399,25375669
5400,32805045
5401,5914998
5402,20960525
5403,16931116
5404,11961015
5405,33996698
5406,27859479
5407,8172264
5408,22700598
5409,21824580
5410,23091574
5411,26537339
5412,33383837
5413,22759690
5414,22297544
5415,24462284
5416,11895129
5417,6848076
5418,24285646
5419,10848848
5420,24977061
5421,27513278
5422,25695963
5423,29714888
5424,33121464
5425,25560013
5426,9266892
5427,8649583
5428,23991661
5429,21465074
5430,11727809
5431,18057083
5432,15342441
5433,12450286
5434,28352820
5435,25543043
5436,11868296
5437,16147975
5438,27806450
5439,22690297
5440,26092621
5441,25233461
5442,9617706
5443,4138209
5444,20226740
5445,20175033
5446,23231061
5447,17003636
5448,6036285
5449,23195854
5450,31972019
5451,25241079
5452,22496300
5453,20191576
5454,26369645
5455,9236832
5456,23523389
5457,19568172
5458,11340209
5459,15711951
5460,31889236
5461,7815143
5462,27777031
5463,30211244
5464,33329145
5465,20557824
5466,27487411
5467,28930047
5468,27533448
5469,30505827
5470,19469690
5471,17340945
5472,859047
5473,1395222
5474,17660022
5475,34359638
5476,21087714
5477,11462172
5478,11758622
5479,10676715
5480,30407616
5481,24240080
5482,31377284
5483,30582975
5484,10893567
5485,24278962
5486,19024610
5487,24833714
5488,24170543
5489,16314641
5490,28501667
5491,22277785
5492,26880929
5493,18373161
5494,269900
5495,22949008
5496,15671372
5497,16510696
5498,26872684
5499,29928351
5500,11261455
5501,32997085
5502,27164190
5503,29249005
5504,23051966
5505,23301732
5506,20795604
5507,34447834
5508,27571005
5509,22116986
5510,33200058
5511,3936040
5512,16467186
5513,17464315
5514,30868232
5515,27444366
5516,23690113
5517,21152010
5518,22949784
5519,21297330
5520,5326198
5521,6503611
5522,24681721
5523,21519485
5524,110740
5525,21557771
5526,10855566
5527,10535034
5528,6583366
5529,2102678
5530,21996645
5531,19610017
5532,15648607
5533,29054173
5534,34168464
5535,25161969
5536,17392320
5537,6414564
5538,21611430
5539,26230600
5540,6843355
5541,7898687
5542,33937237
5543,1202009
5544,31183229
5545,19593223
5546,20861058
5547,15218514
5548,25385035
5549,28153426
5550,8354685
5551,26783344
5552,31908672
5553,10190379
5554,28471977
5555,16929075
5556,33292368
5557,26811276
5558,28245457
5559,11477152
5560,25626897
5561,8913142
5562,17166795
5563,17481526
5564,32121483
5565,17938629
5566,30723112
5567,20956432
5568,21411696
5569,18094380
5570,10344330
5571,20652800
5572,14759406
5573,10932196
5574,20047480
5575,27276562
5576,21107234
5577,26417910
5578,34845122
5579,18349460
5580,29455773
5581,10580871
5582,34885207
5583,10878285
5584,507271
5585,12469120
5586,24708085
5587,8556281
5588,23714507
5589,33912455
5590,11801774
5591,22208489
5592,15841696
5593,16738166
5594,23285343
5595,20841465
5596,28050109
5597,31210952
5598,12824827
5599,15801069
5600,9204908
5601,26820068
5602,29147250
5603,23967405
5604,18095038
5605,22919229
5606,1898655
5607,2763957
5608,26476612
5609,23695388
5610,24414989
5611,32346291
5612,19850638
5613,29046323
5614,24182582
5615,28465633
5616,15557501
5617,33643967
5618,16608956
5619,18722960
5620,32414028
5621,28822888
5622,28223833
5623,32933589
5624,14457846
5625,14027496
5626,19350760
5627,24280148
5628,22524231
5629,21760861
5630,14618409
5631,1131358
5632,24327174
5633,7277004
5634,12404158
5635,31044127
5636,30363608
5637,11326298
5638,32606185
5639,17374584
5640,23210050
5641,3319190
5642,22423884
5643,20410812
5644,10671344
5645,33787962
5646,26557937
5647,29358285
5648,29068721
5649,18378692
5650,34065928
5651,19800738
5652,18445644
5653,6467660
5654,3595646
5655,15184639
5656,22894573
5657,28411277
5658,1563448
5659,12172243
5660,11328775
5661,3322005
5662,21293023
5663,24833760
5664,12504630
5665,19121957
5666,20626434
5667,16153321
5668,14974057
5669,25734278
5670,29360939
5671,22918770
5672,26891389
5673,26613650
5674,26962730
5675,33489446
5676,24180693
5677,25056443
5678,1898266
5679,26303132
5680,25649973
5681,22045784
5682,34934572
5683,22397654
5684,21119107
5685,27443522
5686,9121398
5687,23728340
5688,25241095
5689,10844370
5690,26185203
5691,24325825
5692,26426646
5693,29914563
5694,28820286
5695,21386642
5696,25014687
5697,21156654
5698,34703431
5699,23628572
5700,11597665
5701,33712852
5702,7832988
5703,17606542
5704,6029027
5705,25313723
5706,23784924
5707,20298659
5708,30212993
5709,29875345
5710,24526279
5711,1994075
5712,25526781
5713,962384
5714,22581179
5715,28186584
5716,12960810
5717,17079934
5718,5815941
5719,34426698
5720,9918480
5721,16631253
5722,10544980
5723,11313240
5724,30497521
5725,34884869
5726,29320654
5727,21410373
5728,8327132
5729,20728038
5730,12640160
5731,21191730
5732,1538436
5733,10759349
5734,32965536
5735,18416959
5736,15086645
5737,9746040
5738,28083031
5739,25655869
5740,18718180
5741,24626822
5742,3276291
5743,26793961
5744,26815102
5745,28596961
5746,23065174
5747,15093568
5748,15898002
5749,28264816
5750,33917653
5751,12427789
5752,830229
5753,30832215
5754,18453516
5755,1626907
5756,30206414
5757,23408444
5758,17958891
5759,14718294
5760,19664582
5761,31110738
5762,28716131
5763,29777376
5764,20610015
5765,30659341
5766,16790942
5767,26266361
5768,24532298
5769,26506407
5770,14707823
5771,34107198
5772,33403148
5773,8613545
5774,27038591
5775,30401462
5776,17687617
5777,28480552
5778,20224641
5779,24319039
5780,15775943
5781,21152057
5782,22080064
5783,30080655
5784,16120909
5785,21564177
5786,12751258
5787,32217118
5788,26208476
5789,15661566
5790,29329922
5791,20579626
5792,22508194
5793,7750199
5794,21486178
5795,19592204
5796,29947645
5797,22250184
5798,24714877
5799,23602182
5800,23389741
5801,30909453
5802,29773945
5803,23315928
5804,31019830
5805,28684051
5806,25596937
5807,33983463
5808,17193820
5809,7602632
5810,27377753
5811,33332471
5812,30627185
5813,17406913
5814,32083038
5815,12910255
5816,19901881
5817,498841
5818,23689091
5819,30363269
5820,7815573
5821,9023397
5822,15099594
5823,25706217
5824,15940696
5825,22246551
5826,25504856
5827,23348387
5828,21482725
5829,24611677
5830,21220731
5831,28540078
5832,16770571
5833,33799381
5834,33754117
5835,20164212
5836,21170241
5837,30338082
5838,32293716
5839,28694781
5840,25874452
5841,29028977
5842,10980680
5843,21773669
5844,27566053
5845,22302963
5846,34899744
5847,2737262
5848,16255404
5849,17305745
5850,28282487
5851,30111350
5852,21128710
5853,30923702
5854,7356773
5855,7086205
5856,25448992
5857,14627789
5858,11759648
5859,18313854
5860,21890650
5861,32140324
5862,28573552
5863,21431480
5864,14502146
5865,34259932
5866,8770268
5867,29543691
5868,16426926
5869,32295182
5870,25949897
5871,29259990
5872,3336710
5873,21851984
5874,24238124
5875,19820839
5876,20937598
5877,10912425
5878,2382946
5879,10953197
5880,20466091
5881,29623257
5882,16437489
5883,9187931
5884,29808129
5885,24762841
5886,19717846
5887,32518358
5888,26082907
5889,11981388
5890,16364956
5891,11357999
5892,18202256
5893,24887180
5894,33772212
5895,7979290
5896,33520547
5897,24421920
5898,34441299
5899,17950211
5900,27478431
5901,15183702
5902,27013865
5903,10929461
5904,26527782
5905,8822386
5906,32957169
5907,28902593
5908,26900241
5909,27693535
5910,17896627
5911,12966493
5912,31016093
5913,33308041
5914,34650520
5915,32880011
5916,20354745
5917,31168316
5918,14534339
5919,22211828
5920,12815589
5921,28810924
5922,33680624
5923,22411568
5924,3942415
5925,31764808
5926,28236570
5927,19826129
5928,31316851
5929,24586019
5930,22528274
5931,26028407
5932,21349970
5933,29323769
5934,34918667
5935,7207763
5936,34365980
5937,27221596
5938,8643734
5939,27730312
5940,27097605
5941,32048068
5942,30345134
5943,25852494
5944,28560163
5945,15185005
5946,9774020
5947,21610436
5948,23636326
5949,34177799
5950,21704012
5951,8841305
5952,30506406
5953,18307261
5954,12377339
5955,24174842
5956,25077530
5957,34073553
5958,21215367
5959,19469106
5960,33802612
5961,34371696
5962,24500139
5963,9029462
5964,23910215
5965,5093090
5966,29680938
5967,24742172
5968,22787564
5969,27341294
5970,16871869
5971,34540279
5972,7681733
5973,9078334
5974,19815776
5975,25933676
5976,5099308
5977,21839370
5978,23727543
5979,32560672
5980,12860726
5981,1535572
5982,21293730
5983,15865013
5984,21047225
5985,25068424
5986,19261257
5987,16473715
5988,16394302
5989,17055079
5990,21274385
5991,25880512
5992,33679030
5993,18413444
5994,9727424
5995,34011038
5996,29199877
5997,24206951
5998,14529336
5999,12777987
6000,23923011
6001,33240274
6002,23462208
6003,2545097
6004,15525849
6005,23000897
6006,20801576
6007,15325351
6008,23565820
6009,26490773
6010,1732587
6011,19157942
6012,9888707
6013,23323158
6014,29962820
6015,15585444
6016,24785239
6017,20618978
6018,12213424
6019,18242389
6020,30464881
6021,23977264
6022,20068277
6023,25472532
6024,28488314
6025,12651054
6026,21945886
6027,18645193
6028,25607935
6029,19088074
6030,23225548
6031,24985784
6032,23807759
6033,10744919
6034,21920755
6035,8239957
6036,26181322
6037,8006740
6038,16476862
6039,2774037
6040,28867485
6041,26797516
6042,31712894
6043,23430217
6044,28765406
6045,25176015
6046,26564689
6047,20729831
6048,8989928
6049,15750447
6050,32615937
6051,30063220
6052,16515887
6053,20924475
6054,27774246
6055,30364849
6056,23130290
6057,17603806
6058,32984027
6059,2426590
6060,15160956
6061,8203369
6062,31223267
6063,21444883
6064,32774953
6065,24444276
6066,23205148
6067,26177317
6068,34026816
6069,24474573
6070,7475336
6071,22905840
6072,31316845
6073,30050706
6074,11238135
6075,16330325
6076,6897524
6077,25530324
6078,26628470
6079,12160168
6080,12679438
6081,29893343
6082,12623848
6083,29361135
6084,17336397
6085,27139815
6086,27812682
6087,22865316
6088,28667006
6089,34167190
6090,18512073
6091,26170837
6092,29042465
6093,11296958
6094,15866967
6095,18465192
6096,20173154
6097,28938366
6098,34619098
6099,23235608
6100,10942371
6101,21572981
6102,27640030
6103,26138824
6104,12738954
6105,34934540
6106,21710322
6107,14608546
6108,26620085
6109,18625683
6110,22037126
6111,17058219
6112,10722015
6113,30159195
6114,17702498
6115,20667158
6116,23951421
6117,18809796
6118,30691191
6119,26976420
6120,32819895
6121,23140962
6122,32968689
6123,31802955
6124,9817121
6125,16702460
6126,18809561
6127,14098565
6128,29869216
6129,27350299
6130,27536687
6131,29666602
6132,22134957
6133,33917969
6134,24292164
6135,21896178
6136,32201335
6137,10593777
6138,30658589
6139,30970114
6140,18946061
6141,16952726
6142,10485854
6143,24722897
6144,21731065
6145,29067215
6146,27959700
6147,19047291
6148,20566953
6149,16344407
6150,30402364
6151,21670664
6152,16449156
6153,25850097
6154,28446615
6155,22110237
6156,15663050
6157,4717347
6158,25526412
6159,18721727
6160,32368100
6161,25033833
6162,16772777
6163,19901110
6164,11698832
6165,29626999
6166,8701797
6167,26015468
6168,27451108
6169,11796904
6170,11448078
6171,25798830
6172,9807152
6173,32847583
6174,7777268
6175,7711720
6176,9437338
6177,14765346
6178,26038043
6179,31567307
6180,20940314
6181,28652664
6182,13120037
6183,10353901
6184,28321079
6185,34482359
6186,17184183
6187,18473426
6188,28115283
6189,9816197
6190,31001552
6191,28199740
6192,18397973
6193,23034498
6194,29143319
6195,11468444
6196,33400026
6197,2202307
6198,34539675
6199,21881964
6200,1739690
6201,25348192
6202,17102053
6203,19312771
6204,27865421
6205,11157016
6206,32761304
6207,18768809
6208,1359851
6209,11155418
6210,26937010
6211,16354748
6212,11861602
6213,24494479
6214,27827313
6215,22749463
6216,15995951
6217,28809922
6218,2817718
6219,16186666
6220,12065115
6221,17632264
6222,27721440
6223,22892566
6224,11956268
6225,18306482
6226,21901942
6227,24696113
6228,12617250
6229,34920746
6230,21970494
6231,29701015
6232,555820
6233,22465830
6234,15585382
6235,10369991
6236,25456759
6237,31708497
6238,23065356
6239,6795626
6240,26781568
6241,17588812
6242,1514781
6243,21460703
6244,20663977
6245,27770388
6246,19816375
6247,29259972
6248,25698636
6249,20195035
6250,1472706
6251,10914557
6252,26190425
6253,25004188
6254,28400116
6255,23764278
6256,22262112
6257,8462152
6258,2554010
6259,28153154
6260,8213810
6261,23731537
6262,32223647
6263,11674814
6264,21873418
6265,607322
6266,23135525
6267,29717225
6268,29889468
6269,23936720
6270,8532002
6271,33425418
6272,22781500
6273,15761078
6274,26566443
6275,11724912
6276,25853402
6277,32166011
6278,30363186
6279,28109263
6280,22109912
6281,12933968
6282,15346205
6283,17910072
6284,10555802
6285,34458247
6286,26666741
6287,17879417
6288,9155614
6289,21187126
6290,10569539
6291,19188546
6292,15027012
6293,28017257
6294,23494545
6295,22550459
6296,33962636
6297,3082145
6298,23517596
6299,19029980
6300,34448958
6301,21220420
6302,34696491
6303,7699395
6304,14669342
6305,21827433
6306,33806088
6307,20858887
6308,19915144
6309,28949369
6310,24455783
6311,23043931
6312,31595027
6313,25663597
6314,30944868
6315,11964636
6316,34254430
6317,32141037
6318,34322890
6319,27084564
6320,1898257
6321,27034314
6322,18202098
6323,27797850
6324,23110020
6325,28479702
6326,19008125
6327,30012206
6328,23857462
6329,15885047
6330,19517386
6331,25412114
6332,29149363
6333,26505324
6334,23265554
6335,34975878
6336,7586983
6337,6766084
6338,29157618
6339,26779777
6340,22012062
6341,23378375
6342,5416915
6343,28923292
6344,23881886
6345,27489837
6346,15970228
6347,12897322
6348,31776806
6349,27641504
6350,1575221
6351,30508191
6352,24038889
6353,12817789
6354,17453289
6355,22467523
6356,24691562
6357,25634227
6358,18093943
6359,12907937
6360,29451814
6361,25680416
6362,637584
6363,12432111
6364,31700229
6365,19574803
6366,33078264
6367,32651579
6368,20451288
6369,28066620
6370,19572073
6371,33005511
6372,21312325
6373,7961664
6374,23784610
6375,28567474
6376,24750687
6377,17441662
6378,20227752
6379,22420873
6380,7991142
6381,18474400
6382,24404540
6383,32743513
6384,28300620
6385,22858877
6386,20588204
6387,19401805
6388,28846578
6389,24366360
6390,19374153
6391,22417252
6392,26788394
6393,1730632
6394,24703573
6395,29044676
6396,28133975
6397,7876727
6398,12322772
6399,11262217
6400,12891106
6401,20083723
6402,14962708
6403,29032357
6404,15156954
6405,25940150
6406,2286904
6407,27200481
6408,24646744
6409,27181090
6410,12948499
