,article
2142,26694640
2143,27536618
2144,2487062
2145,26176254
2146,20852671
2147,28321075
2148,26271742
2149,28109263
2150,28160261
2151,25625427
2152,19721811
2153,16674824
2154,28726542
2155,26744684
2156,29702463
2157,21911422
2158,23637673
2159,27554839
2160,27330318
2161,25834731
2162,30327599
2163,29855350
2164,29371595
2165,28757801
2166,24353980
2167,24453586
2168,24725538
2169,24031249
2170,28843267
2171,28033291
2172,15663875
2173,19457261
2174,16961930
2175,23678356
2176,29904503
2177,21801344
2178,19156191
2179,26251822
2180,25963141
2181,25671030
2182,23682239
2183,25136970
2184,22584701
2185,26691591
2186,30037203
2187,22143704
2188,28614427
2189,15200814
2190,19664240
2191,8459226
2192,26240636
2193,28545486
2194,30069426
2195,29527560
2196,29398921
2197,27217816
2198,30211075
2199,25076430
2200,26236596
2201,23110205
2202,27719751
2203,29928351
2204,26949430
2205,21340197
2206,25960810
2207,22427859
2208,21811404
2209,21769253
2210,29254277
2211,18258139
2212,27183909
2213,30704051
2214,29090368
2215,22529629
2216,22292815
2217,27379089
2218,27751311
2219,21592999
2220,26824208
2221,21084314
2222,30003023
2223,22866167
2224,25418537
2225,29367903
2226,26821810
2227,24565286
2228,30606158
2229,29350156
2230,26322297
2231,25623281
2232,21989376
2233,23637538
2234,26056504
2235,29599744
2236,27153771
2237,22268990
2238,23039167
2239,29081935
2240,29084247
2241,28487603
2242,29382362
2243,25798395
2244,27375961
2245,962990
2246,28910414
2247,21871063
2248,29381987
2249,20714437
2250,25984723
2251,28693610
2252,27142076
2253,20820870
2254,17553261
2255,19965301
2256,23112983
2257,24761419
2258,28315816
2259,22101430
2260,22523602
2261,28830476
2262,23977264
2263,24461053
2264,23642083
2265,30068732
2266,25547461
2267,26110571
2268,16262899
2269,28868093
2270,23173638
2271,19267941
2272,27615411
2273,22571874
2274,23060654
2275,29465602
2276,23323831
2277,19515227
2278,24471031
2279,29898592
2280,28658350
2281,27164095
2282,29200987
2283,20592924
2284,28376858
2285,26842696
2286,30045912
2287,23642025
2288,23907804
2289,27597655
2290,29464075
2291,30459475
2292,27378578
2293,25035681
2294,22768055
2295,21694836
2296,25349695
2297,29154752
2298,23645327
2299,27166770
2300,16361146
2301,29875362
2302,29343224
2303,26464157
2304,30078997
2305,27941711
2306,29504914
2307,25077519
2308,28056822
2309,23316184
2310,20729831
2311,25777831
2312,26237378
2313,21291588
2314,28894440
2315,22655102
2316,24176932
2317,27378956
2318,28524161
2319,26046101
2320,13723140
2321,29520266
2322,24616761
2323,18237439
2324,22348148
2325,30426168
2326,27307882
2327,25625411
2328,29666602
2329,22033743
2330,21693006
2331,22555977
2332,26834533
2333,28332112
2334,23675382
2335,27222055
2336,25995686
2337,29686471
2338,26935536
2339,27689519
2340,24959238
2341,28577552
2342,27012661
2343,24305016
2344,23565309
2345,29178854
2346,26893500
2347,19468889
2348,29387523
2349,21486434
2350,28932076
2351,17362521
2352,29281992
2353,26825903
2354,28879022
2355,28019091
2356,26052351
2357,18985035
2358,23082626
2359,25533300
2360,29123264
2361,30497521
2362,26186591
2363,27912070
2364,29195507
2365,15308859
2366,28117754
2367,28540998
2368,29540637
2369,23967403
2370,27227920
2371,18816383
2372,28245838
2373,27236372
2374,26696796
2375,27277260
2376,29657712
2377,20122161
2378,28018207
2379,9721404
2380,27803420
2381,25267500
2382,28355307
2383,22043238
2384,23373009
2385,28904990
2386,27382326
2387,23645960
2388,28537263
2389,21939544
2390,24966707
2391,27451390
2392,27821552
2393,22708909
2394,23255975
2395,29225466
2396,20667117
2397,28484590
2398,28539795
2399,26060796
2400,25885061
2401,28204866
2402,28100234
2403,29374487
2404,24739341
2405,23028980
2406,28952612
2407,25705611
2408,26525563
2409,28690864
2410,30258937
2411,26686880
2412,16953240
2413,30555247
2414,25127876
2415,27812301
2416,22334370
2417,28863134
2418,18094753
2419,26910565
2420,16429284
2421,21059853
2422,27641641
2423,27833379
2424,29573182
2425,25881843
2426,28388920
2427,26315846
2428,20484371
2429,30197744
2430,29075347
2431,28491162
2432,27548619
2433,23754960
2434,24624069
2435,22935333
2436,27134732
2437,24672595
2438,24470839
2439,28192518
2440,29895855
2441,27594949
2442,22461935
2443,25398064
2444,28261308
2445,24137188
2446,26633705
2447,26185343
2448,25419846
2449,22046273
2450,20734088
2451,24470909
2452,28415816
2453,27007111
2454,30687753
2455,26484043
2456,22669363
2457,30101921
2458,28851450
2459,29559905
2460,27930585
2461,25938945
2462,28770008
2463,23450657
2464,28979709
2465,20585401
2466,27583211
2467,23091370
2468,28861081
2469,23947749
2470,29212484
2471,25794987
2472,28614220
2473,12113412
2474,21745374
2475,24209735
2476,30603102
2477,28092189
2478,19674465
2479,29305150
2480,26977231
2481,25689872
2482,17480225
2483,27475699
2484,22528814
2485,23672372
2486,26889081
2487,26877209
2488,26729068
2489,28089322
2490,26320174
2491,27010615
2492,23735713
2493,28223833
2494,25699039
2495,23107375
2496,11051185
2497,18817553
2498,22654497
2499,17356999
2500,30042812
2501,28700484
2502,18162038
2503,20044932
2504,25100651
2505,24948980
2506,29724231
2507,25279532
2508,30308952
2509,28785140
2510,29351245
2511,28049253
2512,29641704
2513,18840270
2514,26603157
2515,24379826
2516,23593615
2517,26593159
2518,26527893
2519,28883248
2520,27199634
2521,26849569
2522,28166251
2523,12723977
2524,25601836
2525,27525091
2526,18598342
2527,30538663
2528,28899229
2529,28573044
2530,23484986
2531,29623675
2532,25861506
2533,25277044
2534,27725547
2535,27748649
2536,28368345
2537,28569200
2538,28533473
2539,26273102
2540,28341748
2541,24797172
2542,22419563
2543,26889312
2544,27257450
2545,28771244
2546,9743309
2547,25504443
2548,26393352
2549,26828195
2550,20592919
2551,26228812
2552,26238698
2553,25277132
2554,26426806
2555,25052298
2556,22368440
2557,22279441
2558,27543082
2559,18258119
2560,27389530
2561,27981212
2562,23293583
2563,25322910
2564,27405509
2565,28906372
2566,22216833
2567,26374131
2568,29116556
2569,29471870
2570,23692864
2571,25767463
2572,23875033
2573,28819517
2574,23826160
2575,24722641
2576,25076935
2577,28596692
2578,29721194
2579,24516275
2580,28241848
2581,20890278
2582,26399630
2583,29719653
2584,24795713
2585,26900241
2586,22523721
2587,25887961
2588,23133619
2589,30326612
2590,26445553
2591,23052916
2592,27158585
2593,28414322
2594,27486567
2595,24637627
2596,26203455
2597,19468309
2598,29879789
2599,26266361
2600,24359092
2601,28979349
2602,28678816
2603,24390342
2604,27047804
2605,19939248
2606,29097867
2607,28679432
2608,24365046
2609,28782886
2610,23554732
2611,24132408
2612,29447141
2613,29030359
2614,29621181
2615,29156843
2616,27843366
2617,24497888
2618,27458514
2619,25332842
2620,16280066
2621,25706407
2622,28353604
2623,26985242
2624,27809791
2625,16450456
2626,17210076
2627,29755272
2628,25781023
2629,30386510
2630,27112130
2631,23400006
2632,25568733
2633,21931873
2634,26716111
2635,29259370
2636,22922410
2637,24903315
2638,28198370
2639,29331885
2640,23049385
2641,24023977
2642,23104496
2643,27196673
2644,23128226
2645,25429239
2646,28747913
2647,27013439
2648,28539883
2649,24112371
2650,17477859
2651,12702229
2652,28462159
2653,25734815
2654,26408257
2655,26018514
2656,29717154
2657,19679614
2658,23698566
2659,26669617
2660,25922820
2661,26266926
2662,30198059
2663,29212164
2664,20470441
2665,29503921
2666,18765060
2667,20938694
2668,23819610
2669,21873989
2670,25515630
2671,25926934
2672,25036546
2673,29761128
2674,17877805
2675,29279491
2676,24934730
2677,19245695
2678,26701847
2679,17655751
2680,22263104
2681,19572805
2682,21464890
2683,28352621
2684,19242475
2685,27508204
2686,22845816
2687,28740595
2688,27051684
2689,25604586
2690,28569140
2691,29851941
2692,21816039
2693,26716109
2694,27366005
2695,22517427
2696,29033571
2697,1701825
2698,27863505
2699,26079984
2700,22497990
2701,24090431
2702,30018476
2703,28056067
2704,29016668
2705,29705676
2706,23836998
2707,22871625
2708,29766304
2709,24160488
2710,22454753
2711,17031402
2712,27958312
2713,25754329
2714,29090194
2715,28459436
2716,17212899
2717,29098134
2718,27489799
2719,22347962
2720,21221095
2721,27313568
2722,30360755
2723,24744820
2724,30170629
2725,28185130
2726,28332096
2727,22408570
2728,29399405
2729,28400597
2730,24904434
2731,27766198
2732,26692532
2733,23645990
2734,22187229
2735,22043148
2736,29350147
2737,21520341
2738,21258594
2739,27471374
2740,22134537
2741,25741046
2742,15730559
2743,28591058
2744,26809651
2745,29563446
2746,26157905
2747,29764704
2748,20606815
2749,30557962
2750,25381469
2751,27928254
2752,25773486
2753,29234058
2754,30356896
2755,27166431
2756,25879673
2757,28943921
2758,23291568
2759,28868483
2760,26322096
2761,17296794
2762,28050008
2763,27467926
2764,26517360
2765,28122648
2766,26844219
2767,25593960
2768,24352241
2769,23977282
2770,26460101
2771,27449770
2772,28647158
2773,22802788
2774,24378740
2775,26828247
2776,22570611
2777,21762516
2778,27595141
2779,25566067
2780,28074866
2781,25642242
2782,19476658
2783,26793780
2784,22216395
2785,22893872
2786,25871477
2787,30050012
2788,29061967
2789,25061469
2790,27284451
2791,27086564
2792,27757174
2793,29520731
2794,25995671
2795,22654562
2796,19830198
2797,29039591
2798,10756154
2799,29465558
2800,26069971
2801,7699330
2802,24120830
2803,24202324
2804,27828635
2805,22958276
2806,27630820
2807,17003843
2808,25644172
2809,30733266
2810,25452937
2811,25886851
2812,28348556
2813,26889434
2814,3082891
2815,27014698
2816,24532501
2817,17651550
2818,22911786
2819,25132706
2820,29475168
2821,27124058
2822,29263794
2823,25823817
2824,26216651
2825,22216316
2826,18394285
2827,22113432
2828,27684723
2829,28202371
2830,30641862
2831,29168144
2832,28191372
2833,19657460
2834,24550322
2835,25730767
2836,27250700
2837,29744432
2838,6516448
2839,29372166
2840,29503676
2841,28427087
2842,29246164
2843,29379777
2844,23819004
2845,28144266
2846,29487167
2847,26656321
2848,23869249
2849,26068213
2850,27519266
2851,28382079
2852,20028501
2853,30270815
2854,24551009
2855,27512565
2856,28848544
2857,29225603
2858,29270166
2859,22547936
2860,18766429
2861,22396754
2862,26170867
2863,15573848
2864,23555265
2865,24829903
2866,25591566
2867,29137682
2868,28768966
2869,27921020
2870,28003955
2871,25301037
2872,24618154
2873,24105767
2874,20052547
2875,29559785
2876,26301002
2877,25578944
2878,21475730
2879,26075052
2880,20956244
2881,28502112
2882,30538503
2883,28481359
2884,28729832
2885,27684869
2886,25568506
2887,26798223
2888,15083180
2889,17954608
2890,29073240
2891,22463387
2892,21087519
2893,24956280
2894,25503713
2895,23709336
2896,24391821
2897,24249325
2898,28374103
2899,24305620
2900,21408000
2901,25706643
2902,28693479
2903,19197364
2904,26082660
2905,29509568
2906,25382968
2907,27100444
2908,22650321
2909,25303914
2910,28792455
2911,23894863
2912,21388544
2913,28981474
2914,24212638
2915,24223983
2916,29531788
2917,18215316
2918,27099136
2919,24274658
2920,29204581
2921,30038461
2922,23625614
2923,28856537
2924,11470825
2925,28828025
2926,27708619
2927,26969326
2928,29085457
2929,17634143
2930,27852057
2931,28333115
2932,28030802
2933,29700587
2934,28446210
2935,28615947
2936,25577155
2937,26542689
2938,10027340
2939,29581911
2940,27595070
2941,25789883
2942,27303541
2943,25431564
2944,28793529
2945,4830144
2946,25276077
2947,30073043
2948,18045564
2949,28458318
2950,23599845
2951,26893108
2952,29642415
2953,28426767
2954,26440310
2955,28218453
2956,24733356
2957,20037680
2958,26913242
2959,20592702
2960,29403429
2961,25671598
2962,28127217
2963,26394620
2964,19765472
2965,25768799
2966,19955205
2967,24228726
2968,28271042
2969,21529421
2970,29649218
2971,22035338
2972,25897262
2973,11376958
2974,28669977
2975,25503918
2976,28829352
2977,28612180
2978,22343891
2979,28791226
2980,26528408
2981,29755908
2982,25329894
2983,24592313
2984,28334007
2985,23115660
2986,23599735
2987,26337719
2988,24714315
2989,29622911
2990,28984781
2991,23291587
2992,21810886
2993,17609935
2994,29546012
2995,28498391
2996,28868489
2997,28757711
2998,28503587
2999,24577266
3000,27186881
3001,21050423
3002,27628062
3003,27751554
3004,23770567
3005,27307826
3006,26131832
3007,24734223
3008,28469675
3009,23663438
3010,16934006
3011,27896135
3012,23009589
3013,28900290
3014,22870906
3015,29760484
3016,19566915
3017,17443379
3018,24204249
3019,28662643
3020,28923024
3021,24393469
3022,28228157
3023,28004027
3024,17891444
3025,25054123
3026,23556517
3027,28101446
3028,28856220
3029,29098074
3030,30568147
3031,28415814
3032,20957361
3033,28382917
3034,25018846
3035,23140417
3036,29972463
3037,19787427
3038,19773352
3039,23257896
3040,29984295
3041,25205990
3042,24550724
3043,24936656
3044,28824067
3045,28775319
3046,28510119
3047,27906037
3048,22240170
3049,30769768
3050,24345066
3051,29123119
3052,25285620
3053,27037031
3054,23337587
3055,27330608
3056,27531724
3057,27811832
3058,22214387
3059,29245280
3060,18414214
3061,23831693
3062,20354512
3063,18449155
3064,29104469
3065,16224151
3066,27594907
3067,19296203
3068,30153808
3069,22065147
3070,20082691
3071,21994691
3072,30249009
3073,26879317
3074,30140191
3075,24068119
3076,26966713
3077,26354507
3078,23968282
3079,27921061
3080,30733802
3081,24278052
3082,29156677
3083,8256463
3084,29875863
3085,25968241
3086,28956255
3087,27686946
3088,25299383
3089,21504564
3090,25145892
3091,23259662
3092,29523795
3093,23289063
3094,27617074
3095,29398760
3096,27603360
3097,22802831
3098,16722529
3099,22279433
3100,27365967
3101,24136861
3102,28868375
3103,29853659
3104,23193524
3105,30474022
3106,28686924
3107,28827761
3108,23460843
3109,24156028
3110,28756939
3111,18237505
3112,28845104
3113,29150700
3114,28540222
3115,27050192
3116,22584705
3117,27082603
3118,29085330
3119,28965280
3120,29996761
3121,29877281
3122,29382300
3123,28702180
3124,23521922
3125,25018935
3126,25098730
3127,18681960
3128,24851058
3129,22460925
3130,26394686
3131,16494717
3132,28469620
3133,26759694
3134,24918660
3135,23092068
3136,27103944
3137,30050599
3138,28545534
3139,26019785
3140,25624857
3141,29480840
3142,12900519
3143,23560034
3144,25574227
3145,29482508
3146,25071543
3147,25376591
3148,25859220
3149,19123930
3150,28632791
3151,27930539
3152,27872750
3153,21195305
3154,23324390
3155,27377649
3156,27252762
3157,18646515
3158,21719394
3159,25375156
3160,18053144
3161,17331238
3162,28442542
3163,25780419
3164,23484978
3165,23925031
3166,28391775
3167,24586536
3168,29926311
3169,23560226
3170,27051597
3171,27800086
3172,27752032
3173,24349407
3174,24396439
3175,29955449
3176,15679943
3177,25789520
3178,25889064
3179,29191210
3180,28515985
3181,24346768
3182,28776339
3183,28438176
3184,26177959
3185,24731534
3186,25489252
3187,26822303
3188,22858704
3189,27093988
3190,29632529
3191,7473324
3192,29477309
3193,26844522
3194,25489672
3195,29364383
3196,27192519
3197,23056547
3198,23287544
3199,24952648
3200,24570759
3201,27661034
3202,26719708
3203,22346275
3204,19672659
3205,28145464
3206,28386210
3207,25520907
3208,29872602
3209,28353556
3210,29728790
3211,30026995
3212,28817556
3213,29871646
3214,24170962
3215,27660247
3216,22923238
3217,25802697
3218,28535156
3219,28726607
3220,30279452
3221,28542526
3222,25874063
3223,30001718
3224,26331126
3225,30151240
3226,27172995
3227,17726913
3228,25558326
3229,28270883
3230,21902933
3231,26468371
3232,24839863
3233,27542252
3234,30016348
3235,27502891
3236,30041435
3237,27449081
3238,25820592
3239,26096920
3240,24827932
3241,21998799
3242,22261398
3243,23563705
3244,23058004
3245,26793696
3246,28052128
3247,22014273
3248,23225977
3249,20224823
3250,26279814
3251,29329566
3252,19130068
3253,29791554
3254,27260006
3255,26215807
3256,27861143
3257,28861031
3258,27478515
3259,25932331
3260,29980706
3261,25476548
3262,28491194
3263,24283215
3264,24143206
3265,27057186
3266,26097790
3267,29988973
3268,28900245
3269,26079862
3270,22140570
3271,28704351
3272,24011131
3273,27335707
3274,29433453
3275,22361516
3276,28126037
3277,23987478
3278,22931552
3279,18424796
3280,23667378
3281,21392460
3282,26600877
3283,27307842
3284,16032797
3285,28264672
3286,28279204
3287,28885355
3288,16102309
3289,24589093
3290,23578194
3291,27375614
3292,28413654
3293,23735117
3294,24817907
3295,20950421
3296,25515943
3297,27461509
3298,27716099
3299,25097706
3300,28494868
3301,30697163
3302,29977664
3303,26062604
3304,24068614
3305,28529886
3306,28751561
3307,29067284
3308,25773961
3309,26289340
3310,21624970
3311,27154293
3312,28374231
3313,18312686
3314,26379420
3315,29113112
3316,22073151
3317,25374569
3318,21284877
3319,19468297
3320,23336215
3321,15702125
3322,26029512
3323,30431731
3324,23016078
3325,26110270
3326,26848398
3327,27504482
3328,25120465
3329,27082614
3330,11496967
3331,10601342
3332,18630984
3333,21253578
3334,30007402
3335,29871658
3336,28911883
3337,21599949
3338,27626313
3339,22733162
3340,28458325
3341,22536964
3342,27882301
3343,30561310
3344,28539665
3345,25976027
3346,30157892
3347,24885136
3348,27209077
3349,28830433
3350,22956879
3351,23587093
3352,27714859
3353,17594176
3354,27013865
3355,22911751
3356,26735319
3357,30255105
3358,28904695
3359,18568205
3360,29666610
3361,27149495
3362,28127638
3363,19775471
3364,29928142
3365,27303533
3366,27368373
3367,26966485
3368,25929930
3369,28331354
3370,29989027
3371,22644294
3372,29592813
3373,26551555
3374,24497788
3375,24884693
3376,22179318
3377,30258273
3378,28076624
3379,26839764
3380,27075752
3381,19672264
3382,27642384
3383,18679529
3384,29416106
3385,18598651
3386,26763551
3387,30013402
3388,21985720
3389,25709886
3390,28951712
3391,30123315
3392,28856463
3393,29138574
3394,24106651
3395,25585872
3396,23153120
3397,19960121
3398,27462160
3399,20169035
3400,23455712
3401,29871989
3402,24454426
3403,25166475
3404,25328334
3405,22384525
3406,10081685
3407,28598363
3408,22490062
3409,27854358
3410,25443632
3411,26354355
3412,11286469
3413,3756082
3414,27733243
3415,28270375
3416,26131805
3417,30058644
3418,29232390
3419,28376419
3420,30296938
3421,28441383
3422,24160328
3423,26762237
3424,18637169
3425,26073325
3426,30149663
3427,23805829
3428,18269111
3429,15504282
3430,30761229
3431,26502716
3432,27910855
3433,19050826
3434,28638989
3435,27336870
3436,29228042
3437,27799653
3438,26530712
3439,28929306
3440,23691202
3441,25093588
3442,28508033
3443,29334728
3444,26438000
3445,25356355
3446,21559375
3447,18159581
3448,26552432
3449,28794364
3450,29170413
3451,29163366
3452,25524009
3453,24886261
3454,29763850
3455,24009631
3456,29050465
3457,27200259
3458,22584711
3459,24252433
3460,24237621
3461,11734067
3462,28842556
3463,27529027
3464,27878437
3465,19495920
3466,21293778
3467,29028977
3468,26318385
3469,25780439
3470,22994328
3471,22226226
3472,29021478
3473,25170060
3474,23378291
3475,29484024
3476,27474438
3477,24991137
3478,26807301
3479,29780209
3480,26161184
3481,27401342
3482,30631855
3483,22529883
3484,27653271
3485,25909049
3486,28930860
3487,27015164
3488,27679560
3489,22696014
3490,27757356
3491,28558660
3492,27980447
3493,29245251
3494,19212523
3495,26338819
3496,28076752
3497,28127053
3498,25939777
3499,29574401
3500,28817484
3501,25407789
3502,16759364
3503,29434141
3504,24198649
3505,26780383
3506,30080655
3507,26817898
3508,29321547
3509,28555127
3510,30579332
3511,26185478
3512,24688555
3513,28796036
3514,27708553
3515,25919689
3516,29472200
3517,28377877
3518,28045985
3519,24032104
3520,25666852
3521,25946055
3522,24876791
3523,26530955
3524,24672223
3525,29764485
3526,23935403
3527,23457763
3528,27042004
3529,27696015
3530,26998408
3531,25986071
3532,22429393
3533,26967384
3534,29563833
3535,28695865
3536,22573919
3537,27586135
3538,27709007
3539,22644309
3540,27352960
3541,22726757
3542,23418608
3543,26535045
3544,29298726
3545,28115914
3546,25289301
3547,18657274
3548,21888643
3549,27942382
3550,28913297
3551,25642190
3552,27895518
3553,25746308
3554,28331797
3555,21371346
3556,28729910
3557,28912726
3558,26097728
3559,20833738
3560,28858137
3561,24401563
3562,30011910
3563,19545380
3564,26148987
3565,26218851
3566,18182119
3567,19930662
3568,27980743
3569,28670402
3570,25006302
3571,23208513
3572,28796070
3573,25545009
3574,22524407
3575,22876056
3576,29517697
3577,26318473
3578,30008834
3579,29556041
3580,25765607
3581,28814980
3582,26691986
3583,27279851
3584,30363635
3585,25642211
3586,29896124
3587,15150595
3588,21234250
3589,28953685
3590,24429703
3591,17520020
3592,22808188
3593,28034610
3594,26821709
3595,16168069
3596,27590005
3597,24112718
3598,30728861
3599,23929366
3600,21441907
3601,25880208
3602,25228809
3603,25625687
3604,27667800
3605,16677383
3606,26288600
3607,24932278
3608,18473012
3609,29720979
3610,21949517
3611,12682112
3612,24092941
3613,30233347
3614,24252267
3615,24948957
3616,22143450
3617,20713317
3618,20619189
3619,29440688
3620,30294402
3621,29354070
3622,21989210
3623,29465555
3624,19164095
3625,28846952
3626,26558876
3627,18267006
3628,12703983
3629,27976687
3630,27389519
3631,22778564
3632,30564531
3633,27354882
3634,27793206
3635,23112945
3636,25401512
3637,27121707
3638,30603605
3639,26402800
3640,27554484
3641,25503077
3642,22866250
3643,29619316
3644,27456945
3645,21292882
3646,29095276
3647,28660014
3648,28539922
3649,28671137
3650,28939718
3651,19759907
3652,20411268
3653,26937428
3654,28740773
3655,28924121
3656,30263964
3657,27070291
3658,19478851
3659,24330745
3660,23769710
3661,24391605
3662,27714497
3663,29081981
3664,28855272
3665,24932120
3666,26316274
3667,26655088
3668,20418905
3669,25815005
3670,29256353
3671,30035045
3672,27085492
3673,28293061
3674,26833304
3675,26405585
3676,27995197
3677,21152061
3678,28652664
3679,29738562
3680,18278491
3681,26203064
3682,28765134
3683,27872821
3684,28596688
3685,25061422
3686,23205226
3687,17254332
3688,26995423
3689,25009531
3690,28645832
3691,29609444
3692,30541557
3693,23551825
3694,24305023
3695,24205412
3696,27716399
3697,25642761
3698,18535845
3699,28471977
3700,27861347
3701,27538886
3702,28292136
3703,27282398
3704,23597053
3705,25729659
3706,30271573
3707,21122226
3708,27070129
3709,24231186
3710,28481956
3711,29553066
3712,28260864
3713,29364253
3714,27536549
3715,19621072
3716,28680605
3717,28399831
3718,743489
3719,27616024
3720,25599808
3721,23527296
3722,29860652
3723,27487847
3724,27807567
3725,12720561
3726,24990270
3727,8642298
3728,30722814
3729,15200871
3730,29515967
3731,23036164
3732,27502879
3733,24959262
3734,26193344
3735,30522497
3736,29338789
3737,22035381
3738,29081861
3739,20676376
3740,23911673
3741,30563595
3742,21247505
3743,24597668
3744,26579092
3745,29863134
3746,23737954
3747,21082267
3748,19046463
3749,20544032
3750,20842221
3751,27783997
3752,26909863
3753,16432251
3754,29861877
3755,22350618
3756,25838635
3757,26152329
3758,28270172
3759,17031396
3760,24058808
3761,28241885
3762,29290886
3763,23049300
3764,28376884
3765,18435897
3766,18301401
3767,24791953
3768,29207466
3769,29399329
3770,27251305
3771,26143866
3772,27273006
3773,28189984
3774,21385346
3775,22355786
3776,30649655
3777,25533962
3778,28439324
3779,22596155
3780,18998768
3781,24843229
3782,25608570
3783,25170929
3784,28538903
3785,28544758
3786,22363379
3787,24967583
3788,26023398
3789,18217553
3790,27495058
3791,21824423
3792,29091516
3793,30030507
3794,29220294
3795,26761715
3796,28218669
3797,23323246
3798,12716443
3799,27899157
3800,28983057
3801,28507428
3802,28540360
3803,28831651
3804,26029567
3805,27695351
3806,23716918
3807,19245930
3808,15738056
3809,26185460
3810,26743673
3811,29230217
3812,21040565
3813,29443960
3814,17876373
3815,25024644
3816,26460303
3817,24413733
3818,18956805
3819,28768984
3820,26402740
3821,28490374
3822,27335782
3823,29865091
3824,22820256
3825,28615078
3826,23720660
3827,29382005
3828,28203054
3829,25890328
3830,26106387
3831,27537564
3832,25805871
3833,27578987
3834,25133751
3835,29540345
3836,30717776
3837,23398904
3838,28588771
3839,18765052
3840,29684022
3841,28814886
3842,17559650
3843,24744754
3844,23057530
3845,19785730
3846,28225999
3847,29209119
3848,29217816
3849,30621748
3850,23119126
3851,28219440
3852,24200036
3853,29445471
3854,28736697
3855,21798075
3856,26083865
3857,27957438
3858,29616005
3859,23725365
3860,28658289
3861,22771605
3862,22761866
3863,26709712
3864,23900241
3865,30103740
3866,24241536
3867,20514305
3868,26543350
3869,24278265
3870,29381996
3871,27140221
3872,27370946
3873,24171067
3874,26018532
3875,25249980
3876,28344924
3877,21339933
3878,26040326
3879,24884840
3880,26181539
3881,23425518
3882,27245685
3883,28469936
3884,28072716
3885,24455651
3886,28144039
3887,29844820
3888,25884725
3889,23171315
3890,29290686
3891,18218073
3892,26078479
3893,27957423
3894,23210050
3895,27174644
3896,26399274
3897,26229902
3898,30456168
3899,30148476
3900,25566015
3901,28430140
3902,30075515
3903,20461185
3904,24155002
3905,27885316
3906,29130329
3907,22404233
3908,25228969
3909,18237375
3910,26359250
3911,29686725
3912,28945813
3913,28857045
3914,28390134
3915,26998115
3916,17901088
3917,29563841
3918,19669220
3919,29967399
3920,27510390
3921,23109216
3922,24376448
3923,29881923
3924,26918139
3925,22028152
3926,29370179
3927,29472924
3928,20875283
3929,23754893
3930,29147250
3931,21390060
3932,21490952
3933,25887963
3934,21249176
3935,26173146
3936,22347685
3937,23645566
3938,23320057
3939,23776471
3940,28885339
3941,29138550
3942,19870953
3943,28639571
3944,26759584
3945,28932413
3946,24342495
3947,28491545
3948,25656825
3949,26402837
3950,29384470
3951,21572981
3952,29526968
3953,29929465
3954,27708114
3955,24403232
3956,27303558
3957,17266758
3958,26734807
3959,19534818
3960,28398466
3961,28121626
3962,27454357
3963,28883630
3964,25752243
3965,27022563
3966,28284009
3967,24665318
3968,29519871
3969,23816286
3970,29201767
3971,22980117
3972,25759726
3973,28084316
3974,28828107
3975,29259600
3976,29467959
3977,29184855
3978,23874925
3979,28143567
3980,27853374
3981,24300212
3982,29053603
3983,25474425
3984,29195503
3985,29416315
3986,27158485
3987,22783488
3988,27832748
3989,19219610
3990,16965695
3991,25820632
3992,28210162
3993,24098595
3994,28056096
3995,22359484
3996,26643880
3997,30140228
3998,28516970
3999,26287275
4000,23923011
4001,26846755
4002,26161023
4003,29438424
4004,28161685
4005,24325208
4006,25566403
4007,23173116
4008,30510830
4009,27757206
4010,30202126
4011,30255688
4012,28756384
4013,19861981
4014,29560342
4015,24765156
4016,26561801
4017,23389235
4018,25184254
4019,11897082
4020,23251274
4021,26523868
4022,30522044
4023,26202875
4024,21092322
4025,28702249
4026,22927996
4027,30473770
4028,28493892
4029,27367994
4030,29670575
4031,30115069
4032,27222673
4033,22528130
4034,29152443
4035,27303540
4036,24577823
4037,27141500
4038,24497845
4039,23255977
4040,20350319
4041,26696803
4042,27379239
4043,27070958
4044,24591671
4045,21814474
4046,28881701
4047,26860218
4048,25261602
4049,28280302
4050,29245262
4051,29284450
4052,26425714
4053,29245359
4054,18330604
4055,20302628
4056,24065766
4057,28282031
4058,28123649
4059,26079686
4060,28652755
4061,19116055
4062,26001113
4063,29158808
4064,24396627
4065,20066173
4066,29250041
4067,26802024
4068,22360486
4069,21605439
4070,24079343
4071,29180750
4072,26357609
4073,30223859
4074,26281787
4075,28101125
4076,28119516
4077,27535533
4078,27793269
4079,24829672
4080,26332764
4081,25590841
4082,25032257
4083,26557937
4084,29274156
4085,27114917
4086,26008973
4087,22665342
4088,25996776
4089,28638113
4090,22022631
4091,29456881
4092,23256031
4093,25989142
4094,24498446
4095,25477806
4096,23524412
4097,27857840
4098,19698141
4099,22943698
4100,28492032
4101,12378027
4102,25032056
4103,28709052
4104,28199303
4105,21078140
4106,19284656
4107,27867920
4108,21829684
4109,29225794
4110,28250728
4111,28049985
4112,26512586
4113,23553585
4114,19129969
4115,26854163
4116,29164335
4117,25723856
4118,26759626
4119,22558515
4120,29157249
4121,29678166
4122,29692972
4123,26814645
4124,22363213
4125,23493855
4126,24829758
4127,27298707
4128,23263715
4129,22590656
4130,27434672
4131,29189296
4132,28829819
4133,28888914
4134,18228057
4135,16277731
4136,24830969
4137,20368967
4138,22670158
4139,18369459
4140,28771587
